review,tokens,explicit aspects,explicit opinion,implicit aspects,implicit opinion,is_suggestion,explicit aspects positions,explicit opinion positions,aspect_tags
"Superou minhas expectativas referente a qualidade de imagem, tempo de resposta dos app, Netflix funciona muito bem e sem precisar de uma internet muito rápida (utilizo modem 4G Wi-fi). Entrega super rápido, em menos de 24h aqui no Nordeste.","['Superou', 'minhas', 'expectativas', 'referente', 'a', 'qualidade', 'de', 'imagem', ',', 'tempo', 'de', 'resposta', 'dos', 'app', ',', 'Netflix', 'funciona', 'muito', 'bem', 'e', 'sem', 'precisar', 'de', 'uma', 'internet', 'muito', 'rápida', '(', 'utilizo', 'modem', '4', 'G', 'Wi-fi', ')', '.', 'Entrega', 'super', 'rápido', ',', 'em', 'menos', 'de', '24h', 'aqui', 'no', 'Nordeste', '.']","['qualidade de imagem', 'entrega']","['superou minhas expectativas', 'super rápido']",[],[],,"[[5, 8], [35, 36]]","[[0, 3], [36, 38]]","['O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"A imagem é ótima, mas o volume deixa muito a desejar, achei que eram alguns canais, mas quando uso a outra smart de outra marca percebo a diferença. Minha Tv no volume 50 e a outra no 30. no mais ela é muito boa.","['A', 'imagem', 'é', 'ótima', ',', 'mas', 'o', 'volume', 'deixa', 'muito', 'a', 'desejar', ',', 'achei', 'que', 'eram', 'alguns', 'canais', ',', 'mas', 'quando', 'uso', 'a', 'outra', 'smart', 'de', 'outra', 'marca', 'percebo', 'a', 'diferença', '.', 'Minha', 'Tv', 'no', 'volume', '50', 'e', 'a', 'outra', 'no', '30', '.', 'no', 'mais', 'ela', 'é', 'muito', 'boa', '.']","['imagem', 'volume']","['ótima', 'deixa muito a desejar']",['produto'],['muito boa'],COMPARAÇÃO,"[[1, 2], [7, 8]]","[[3, 4], [8, 12]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Tv perfeita para quartos. Tamanho excelente, visão limpa, som de qualidade e por ser smart é ainda melhor. Funciona muitos apps, o que eu mais uso é o netflix. Lojas americanas entregou muito antes do prazo. Meus parabéns!!! Farei outras compras e indicarei para muitos amigos.","['Tv', 'perfeita', 'para', 'quartos', '.', 'Tamanho', 'excelente', ',', 'visão', 'limpa', ',', 'som', 'de', 'qualidade', 'e', 'por', 'ser', 'smart', 'é', 'ainda', 'melhor', '.', 'Funciona', 'muitos', 'apps', ',', 'o', 'que', 'eu', 'mais', 'uso', 'é', 'o', 'netflix', '.', 'Lojas', 'americanas', 'entregou', 'muito', 'antes', 'do', 'prazo', '.', 'Meus', 'parabéns', '!', '!', '!', 'Farei', 'outras', 'compras', 'e', 'indicarei', 'para', 'muitos', 'amigos', '.']","['tv', 'tamanho', 'visão', 'som', 'smart', 'apps']","['perfeita', 'excelente', 'limpa', 'de qualidade', 'ainda melhor', 'muitos']",['entrega'],['entregou muito antes do prazo'],,"[[0, 1], [5, 6], [8, 9], [11, 12], [17, 18], [24, 25]]","[[1, 2], [6, 7], [9, 10], [12, 14], [19, 21], [23, 24]]","['B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"A TV como Smart, deixa a desejar, do mais é um ótimo aparelho, satisfazendo minhas necessidades. Recomendo o produto. O Shoptime mais uma vez de parabéns, entrega rápida (antes do prazo), produto bem embalado, chegando em perfeitas condições. Até agora, em todas as compras que fiz o Shoptime foi nota 10 em suas entregas, tem minha preferência.","['A', 'TV', 'como', 'Smart', ',', 'deixa', 'a', 'desejar', ',', 'do', 'mais', 'é', 'um', 'ótimo', 'aparelho', ',', 'satisfazendo', 'minhas', 'necessidades', '.', 'Recomendo', 'o', 'produto', '.', 'O', 'Shoptime', 'mais', 'uma', 'vez', 'de', 'parabéns', ',', 'entrega', 'rápida', '(', 'antes', 'do', 'prazo', ')', ',', 'produto', 'bem', 'embalado', ',', 'chegando', 'em', 'perfeitas', 'condições', '.', 'Até', 'agora', ',', 'em', 'todas', 'as', 'compras', 'que', 'fiz', 'o', 'Shoptime', 'foi', 'nota', '10', 'em', 'suas', 'entregas', ',', 'tem', 'minha', 'preferência', '.']","['smart', 'aparelho', 'produto', 'entrega']","['deixa a desejar', 'ótimo', 'recomendo', 'rápida']",[],[],,"[[3, 4], [14, 15], [22, 23], [32, 33]]","[[5, 8], [13, 14], [20, 21], [33, 34]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"A Tv é boa, tem uma imagem ótima para ver filmes e assistir normalmente, só para jogos que a imagem e as cores ficam um pouco distorcidas deixando o jogo com uma cara feia. Fora isso o resto é perfeito.","['A', 'Tv', 'é', 'boa', ',', 'tem', 'uma', 'imagem', 'ótima', 'para', 'ver', 'filmes', 'e', 'assistir', 'normalmente', ',', 'só', 'para', 'jogos', 'que', 'a', 'imagem', 'e', 'as', 'cores', 'ficam', 'um', 'pouco', 'distorcidas', 'deixando', 'o', 'jogo', 'com', 'uma', 'cara', 'feia', '.', 'Fora', 'isso', 'o', 'resto', 'é', 'perfeito', '.']","['tv', 'imagem', 'imagem']","['boa', 'ótima', 'cores ficam um pouco distorcidas']",['produto'],['perfeito'],,"[[1, 2], [7, 8], [21, 22]]","[[3, 4], [8, 9], [24, 29]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"A Smart TV é ótima, mas têm alguns pontos que podiam ser melhores, por ex: quando você acessa os aplicativos, e volta pra tv, entra nos aplicativos novamente, enfim, quando você interage muito com ela, as vezes ela trava e é necessário desligá-la retirando a tomada da força. Fora isso o produto atende as necessidades, imagem boa, som bom.","['A', 'Smart', 'TV', 'é', 'ótima', ',', 'mas', 'têm', 'alguns', 'pontos', 'que', 'podiam', 'ser', 'melhores', ',', 'por', 'ex', ':', 'quando', 'você', 'acessa', 'os', 'aplicativos', ',', 'e', 'volta', 'pra', 'tv', ',', 'entra', 'nos', 'aplicativos', 'novamente', ',', 'enfim', ',', 'quando', 'você', 'interage', 'muito', 'com', 'ela', ',', 'as', 'vezes', 'ela', 'trava', 'e', 'é', 'necessário', 'desligá-la', 'retirando', 'a', 'tomada', 'da', 'força', '.', 'Fora', 'isso', 'o', 'produto', 'atende', 'as', 'necessidades', ',', 'imagem', 'boa', ',', 'som', 'bom', '.']","['smart tv', 'produto', 'imagem', 'som']","['ótima', 'atende as necessidades', 'boa', 'bom']",['desempenho'],['as vezes ela trava'],,"[[1, 3], [60, 61], [65, 66], [68, 69]]","[[4, 5], [61, 64], [66, 67], [69, 70]]","['O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O']"
"Eu adoro a marca Samsung, já tenho uma TV na sala há 4 anos e é maravilhosa. Já conhecia as qualidades da TV, então, não esperava nada menos. Estou muito satisfeita.","['Eu', 'adoro', 'a', 'marca', 'Samsung', ',', 'já', 'tenho', 'uma', 'TV', 'na', 'sala', 'há', '4', 'anos', 'e', 'é', 'maravilhosa', '.', 'Já', 'conhecia', 'as', 'qualidades', 'da', 'TV', ',', 'então', ',', 'não', 'esperava', 'nada', 'menos', '.', 'Estou', 'muito', 'satisfeita', '.']",[],[],['produto'],['muito satisfeita'],,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"TV bonita, fácil de usar e instalar. Muito leve. O único problema é a entrada HDMI que fica virada para trás e não lateralmente. Com isso, para quem vai colocar a TV na parede praticamente impossibilita a não ser que compre um suporte que a deixe longe. Uma pena.","['TV', 'bonita', ',', 'fácil', 'de', 'usar', 'e', 'instalar', '.', 'Muito', 'leve', '.', 'O', 'único', 'problema', 'é', 'a', 'entrada', 'HDMI', 'que', 'fica', 'virada', 'para', 'trás', 'e', 'não', 'lateralmente', '.', 'Com', 'isso', ',', 'para', 'quem', 'vai', 'colocar', 'a', 'TV', 'na', 'parede', 'praticamente', 'impossibilita', 'a', 'não', 'ser', 'que', 'compre', 'um', 'suporte', 'que', 'a', 'deixe', 'longe', '.', 'Uma', 'pena', '.']",[],[],"['design', 'peso']","['bonita', 'muito leve']",,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Faz falta um manual adequado. O primeiro uso foi muito complicado, o equipamento não acessava adequadamente a internet e os aplicativos, pedia para atualizar o sistema mas ao mesmo tempo trazia o diagnóstico de que a última versão do sistema estava instalada... Depois de mais ou menos 40 minutos, misteriosamente, passou a funcionar corretamente. Na falta de um manual ou um guia eletrônico adequado, ficamos sem saber o que se passou, e se poderá voltar a ocorrer. Por enquanto, está ótimo!","['Faz', 'falta', 'um', 'manual', 'adequado', '.', 'O', 'primeiro', 'uso', 'foi', 'muito', 'complicado', ',', 'o', 'equipamento', 'não', 'acessava', 'adequadamente', 'a', 'internet', 'e', 'os', 'aplicativos', ',', 'pedia', 'para', 'atualizar', 'o', 'sistema', 'mas', 'a', 'o', 'mesmo', 'tempo', 'trazia', 'o', 'diagnóstico', 'de', 'que', 'a', 'última', 'versão', 'do', 'sistema', 'estava', 'instalada', '...', 'Depois', 'de', 'mais', 'ou', 'menos', '40', 'minutos', ',', 'misteriosamente', ',', 'passou', 'a', 'funcionar', 'corretamente', '.', 'Na', 'falta', 'de', 'um', 'manual', 'ou', 'um', 'guia', 'eletrônico', 'adequado', ',', 'ficamos', 'sem', 'saber', 'o', 'que', 'se', 'passou', ',', 'e', 'se', 'poderá', 'voltar', 'a', 'ocorrer', '.', 'Por', 'enquanto', ',', 'está', 'ótimo', '!']","['manual adequado', 'internet']","['faz falta', 'não acessava adequadamente']",['produto'],['está ótimo'],,"[[3, 5], [19, 20]]","[[0, 2], [15, 18]]","['O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"O produto é excelente, uma das melhores marcas do mercado... A velocidade de acesso às funções de smart tv é bem razoável, tratando se de um aparelho nao tao caro., Entretanto, um ponto negativo são os pés(base) para quem for utilizá-lo em cima de algum objeto, rack ou estante, pois são 2 pés separados, um em cada ponta do objeto e um pouco fracos.","['O', 'produto', 'é', 'excelente', ',', 'uma', 'das', 'melhores', 'marcas', 'do', 'mercado', '...', 'A', 'velocidade', 'de', 'acesso', 'à', 's', 'funções', 'de', 'smart', 'tv', 'é', 'bem', 'razoável', ',', 'tratando', 'se', 'de', 'um', 'aparelho', 'nao', 'tao', 'caro', '.', ',', 'Entretanto', ',', 'um', 'ponto', 'negativo', 'são', 'os', 'pés(base', ')', 'para', 'quem', 'for', 'utilizá-lo', 'em', 'cima', 'de', 'algum', 'objeto', ',', 'rack', 'ou', 'estante', ',', 'pois', 'são', '2', 'pés', 'separados', ',', 'um', 'em', 'cada', 'ponta', 'do', 'objeto', 'e', 'um', 'pouco', 'fracos', '.']","['produto', 'funções de smart tv', 'pés']","['excelente', 'bem razoável', 'ponto negativo']",[],[],,"[[1, 2], [18, 22], [62, 63]]","[[3, 4], [23, 25], [39, 41]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Comprei essa TV na Black Friday, e em menos de uma semana a mesma chegou, no entanto, com defeito. Imediatamente entrei em contato com a AMERICANAS para solicitar a troca, que me atendeu prontamente e sempre muito solícitos. Sempre comprei na internet, e nunca tive problemas, achei que teria dessa vez, mas a AMERICANAS está de parabéns, sempre me informando sobre o andamento da troca via e-mail. A TV é perfeita, simplesmente o que eu procurava, imagem muito boa, e os recursos melhores ainda. Aprovada!!","['Comprei', 'essa', 'TV', 'na', 'Black', 'Friday', ',', 'e', 'em', 'menos', 'de', 'uma', 'semana', 'a', 'mesma', 'chegou', ',', 'no', 'entanto', ',', 'com', 'defeito', '.', 'Imediatamente', 'entrei', 'em', 'contato', 'com', 'a', 'AMERICANAS', 'para', 'solicitar', 'a', 'troca', ',', 'que', 'me', 'atendeu', 'prontamente', 'e', 'sempre', 'muito', 'solícitos', '.', 'Sempre', 'comprei', 'na', 'internet', ',', 'e', 'nunca', 'tive', 'problemas', ',', 'achei', 'que', 'teria', 'd', 'essa', 'vez', ',', 'mas', 'a', 'AMERICANAS', 'está', 'de', 'parabéns', ',', 'sempre', 'me', 'informando', 'sobre', 'o', 'andamento', 'da', 'troca', 'via', 'e-mail', '.', 'A', 'TV', 'é', 'perfeita', ',', 'simplesmente', 'o', 'que', 'eu', 'procurava', ',', 'imagem', 'muito', 'boa', ',', 'e', 'os', 'recursos', 'melhores', 'ainda', '.', 'Aprovada', '!', '!']","['tv', 'tv', 'imagem', 'recursos']","['com defeito', 'perfeita, simplesmente o que eu procurava', 'muito boa', 'melhores ainda']",['produto'],['aprovada'],,"[[2, 3], [80, 81], [90, 91], [96, 97]]","[[20, 22], [82, 89], [91, 93], [97, 99]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']"
"Inicialização e configuração da TV muito rápida. Ajuste da imagem simples e direto. Reproduz o espelhamento do YouTube do celular muito bem. Pés de plástico bem finos, passa a impressão de frágil, mas servem bem a sua função. Prós: Fácil instalação, E-manual (Manual no próprio menu da TV), Imagem bacana. Contra: Fragilidade dos pés e um pouco de lentidão, com certeza, devido a ausência de S.O. específico como Android ou Web O.S. da LG.","['Inicialização', 'e', 'configuração', 'da', 'TV', 'muito', 'rápida', '.', 'Ajuste', 'da', 'imagem', 'simples', 'e', 'direto', '.', 'Reproduz', 'o', 'espelhamento', 'do', 'YouTube', 'do', 'celular', 'muito', 'bem', '.', 'Pés', 'de', 'plástico', 'bem', 'finos', ',', 'passa', 'a', 'impressão', 'de', 'frágil', ',', 'mas', 'servem', 'bem', 'a', 'sua', 'função', '.', 'Prós', ':', 'Fácil', 'instalação', ',', 'E-manual', '(', 'Manual', 'no', 'próprio', 'menu', 'da', 'TV', ')', ',', 'Imagem', 'bacana', '.', 'Contra', ':', 'Fragilidade', 'dos', 'pés', 'e', 'um', 'pouco', 'de', 'lentidão', ',', 'com', 'certeza', ',', 'devido', 'a', 'ausência', 'de', 'S.O.', 'específico', 'como', 'Android', 'ou', 'Web', 'O.S.', 'da', 'LG', '.']","['tv', 'ajuste da imagem', 'espelhamento do youtube do celular', 'pés de plástico', 'pés de plástico', 'instalação', 'imagem', 'pés']","['muito rápida', 'simples e direto', 'muito bem', 'bem finos', 'passa a impressão de frágil', 'fácil', 'bacana', 'fragilidade']",['desempenho-'],['pouco de lentidão'],,"[[4, 5], [8, 11], [17, 22], [25, 28], [25, 28], [47, 48], [59, 60], [66, 67]]","[[5, 7], [11, 14], [22, 24], [28, 30], [31, 36], [46, 47], [60, 61], [64, 65]]","['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"O som desta smart tevê Samsung é horrível! Parece um rádio de pilha antigo. O som é muito agudo e não tem opção de deixar mais grave. Creio que o problema é com a tamanho 32”, pois tenho outras maiores da mesma marca que não são assim. Comprei pelo site e só fui instalar uma semana depois. Fui depois em lojas físicas para saber se outras também são assim e a decepção foi enorme: todas as de 32” são assim. O som chega a doer os ouvidos. Além de ser baixo volume, se você aumentar o som a tevê começa a vibrar o plástico leve que é feito. Infelizmente só vi os comentários ruins sobre esta smart tevê depois, pois pensava que não teria como a Samsung fazer algo tão sem qualidade. Pesquise outras marcas para uma smart tevê de 32”. Tem outras com som muito bom e com melhor preço. Conselho: Esqueça que esta existe!","['O', 'som', 'd', 'esta', 'smart', 'tevê', 'Samsung', 'é', 'horrível', '!', 'Parece', 'um', 'rádio', 'de', 'pilha', 'antigo', '.', 'O', 'som', 'é', 'muito', 'agudo', 'e', 'não', 'tem', 'opção', 'de', 'deixar', 'mais', 'grave', '.', 'Creio', 'que', 'o', 'problema', 'é', 'com', 'a', 'tamanho', '32', '”', ',', 'pois', 'tenho', 'outras', 'maiores', 'da', 'mesma', 'marca', 'que', 'não', 'são', 'assim', '.', 'Comprei', 'pelo', 'site', 'e', 'só', 'fui', 'instalar', 'uma', 'semana', 'depois', '.', 'Fui', 'depois', 'em', 'lojas', 'físicas', 'para', 'saber', 'se', 'outras', 'também', 'são', 'assim', 'e', 'a', 'decepção', 'foi', 'enorme', ':', 'todas', 'as', 'de', '32', '”', 'são', 'assim', '.', 'O', 'som', 'chega', 'a', 'doer', 'os', 'ouvidos', '.', 'Além', 'de', 'ser', 'baixo', 'volume', ',', 'se', 'você', 'aumentar', 'o', 'som', 'a', 'tevê', 'começa', 'a', 'vibrar', 'o', 'plástico', 'leve', 'que', 'é', 'feito', '.', 'Infelizmente', 'só', 'vi', 'os', 'comentários', 'ruins', 'sobre', 'esta', 'smart', 'tevê', 'depois', ',', 'pois', 'pensava', 'que', 'não', 'teria', 'como', 'a', 'Samsung', 'fazer', 'algo', 'tão', 'sem', 'qualidade', '.', 'Pesquise', 'outras', 'marcas', 'para', 'uma', 'smart', 'tevê', 'de', '32', '”', '.', 'Tem', 'outras', 'com', 'som', 'muito', 'bom', 'e', 'com', 'melhor', 'preço', '.', 'Conselho', ':', 'Esqueça', 'que', 'esta', 'existe', '!']","['som', 'som', 'som']","['horrível', 'muito agudo', 'não tem opção de deixar mais grave']",[],[],,"[[1, 2], [18, 19], [18, 19]]","[[8, 9], [20, 22], [23, 30]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Ela cumpre tudo que promete. A única falha é não ser FULL HD (mas hoje todas são HD e essa entrega uma taxa de atualização com Tecnologia 120Hz) diferentemente as demais que entregam 60Hz sem deixar rastros. Outro ponto que todo mundo reclama é o som por ser baixo. Mas não é um problema. Ela vem de fábrica realmente com som baixo por padrão, mas basta ir nas configurações de som que tudo se resolve e fica perfeita. É a TV que entrega a melhor resposta entre todas as concorrentes da categoria.","['Ela', 'cumpre', 'tudo', 'que', 'promete', '.', 'A', 'única', 'falha', 'é', 'não', 'ser', 'FULL', 'HD', '(', 'mas', 'hoje', 'todas', 'são', 'HD', 'e', 'essa', 'entrega', 'uma', 'taxa', 'de', 'atualização', 'com', 'Tecnologia', '120Hz', ')', 'diferentemente', 'as', 'demais', 'que', 'entregam', '60Hz', 'sem', 'deixar', 'rastros', '.', 'Outro', 'ponto', 'que', 'todo', 'mundo', 'reclama', 'é', 'o', 'som', 'por', 'ser', 'baixo', '.', 'Mas', 'não', 'é', 'um', 'problema', '.', 'Ela', 'vem', 'de', 'fábrica', 'realmente', 'com', 'som', 'baixo', 'por', 'padrão', ',', 'mas', 'basta', 'ir', 'nas', 'configurações', 'de', 'som', 'que', 'tudo', 'se', 'resolve', 'e', 'fica', 'perfeita', '.', 'É', 'a', 'TV', 'que', 'entrega', 'a', 'melhor', 'resposta', 'entre', 'todas', 'as', 'concorrentes', 'da', 'categoria', '.']","['full hd', 'som']","['única falha', 'baixo']",['produto'],['cumpre tudo que promete'],COMPARAÇÃO,"[[12, 14], [49, 50]]","[[7, 9], [52, 53]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
